Voltage,Current,Power,Temperature,Humidity,LightIntensity,EnergyGenerated,Fault,FaultType
24.0,2.312,55.483,23.84,42.92,813.5,0.92472,0,Normal
21.29,1.411,30.034,23.16,42.8,549.4,0.50057,0,Normal
11.368,2.389,27.156,15.0,81.68,815.38,0.4526,1,Low Voltage
24.0,2.824,67.788,26.54,69.64,960.44,1.1298,0,Normal
23.937,2.284,54.672,27.41,59.49,879.74,0.9112,0,Normal
22.515,2.133,48.036,34.01,66.52,792.04,0.8006,0,Normal
24.0,2.945,70.684,19.21,57.46,948.67,1.17807,0,Normal
23.129,2.634,60.925,18.36,67.44,977.4,1.01542,0,Normal
23.497,2.884,67.776,32.16,51.95,1037.0,1.1296,0,Normal
22.29,1.818,40.515,36.05,62.84,831.64,0.67525,0,Normal
23.363,1.44,33.642,18.0,30.81,603.21,0.56069,0,Normal
21.288,1.93,41.082,36.57,45.62,691.08,0.6847,0,Normal
23.241,2.969,69.009,29.26,45.81,987.82,1.15015,0,Normal
19.506,0.914,17.824,36.64,51.26,421.26,0.29706,0,Normal
22.824,2.111,48.189,28.51,41.32,753.23,0.80315,0,Normal
21.589,1.467,31.664,15.0,48.4,539.87,0.52773,0,Normal
22.636,2.006,45.407,27.94,30.74,658.05,0.75678,0,Normal
24.0,2.555,61.314,36.42,67.88,1007.97,1.0219,0,Normal
21.311,2.054,43.771,22.74,56.51,703.51,0.72952,0,Normal
21.381,1.735,37.099,26.28,27.31,663.0,0.61832,0,Normal
20.502,0.791,16.215,27.77,42.97,269.24,0.27025,0,Normal
23.261,2.454,57.073,15.0,64.06,858.95,0.95122,0,Normal
23.423,2.226,52.139,40.7,48.23,830.74,0.86899,0,Normal
24.0,3.177,76.24,22.69,45.46,1100.0,1.27067,0,Normal
20.517,1.569,32.185,48.77,56.66,563.82,0.53642,1,Over Temperature
21.971,1.958,43.014,28.39,64.18,711.36,0.71691,0,Normal
21.321,1.913,40.78,37.8,32.15,719.83,0.67967,0,Normal
23.983,3.039,72.892,31.84,67.9,1091.69,1.21487,0,Normal
21.822,1.779,38.823,27.36,43.59,623.32,0.64704,0,Normal
22.783,1.868,42.55,22.75,57.68,728.13,0.70917,0,Normal
21.569,2.201,47.465,34.58,57.36,820.21,0.79109,0,Normal
22.429,1.803,40.445,15.89,48.51,702.25,0.67409,0,Normal
20.526,1.444,29.641,33.52,39.57,525.0,0.49401,0,Normal
21.865,1.876,41.028,21.31,52.86,704.35,0.6838,0,Normal
23.477,2.749,64.551,37.77,87.26,950.62,1.07585,0,Normal
19.662,1.128,22.188,30.13,33.49,362.58,0.36981,0,Normal
22.878,1.734,39.661,33.51,88.46,687.23,0.66102,0,Normal
21.441,1.262,27.058,29.57,53.33,453.97,0.45097,0,Normal
14.013,2.906,40.721,16.73,58.64,984.61,0.67869,1,Low Voltage
19.045,0.596,11.354,22.97,38.44,223.51,0.18924,0,Normal
20.07,1.233,24.739,33.71,44.12,493.5,0.41232,0,Normal
10.519,1.903,20.015,30.17,48.95,755.62,0.33359,1,Low Voltage
24.0,3.145,75.482,37.27,39.18,1088.35,1.25803,0,Normal
21.193,1.913,40.538,31.82,54.24,631.59,0.67564,0,Normal
20.213,1.353,27.35,22.23,50.67,494.54,0.45583,0,Normal
24.0,3.225,77.404,23.43,91.31,1100.0,1.29007,0,Normal
19.066,0.146,2.787,29.72,37.01,244.56,0.04645,0,Normal
18.938,0.337,6.373,15.0,59.85,34.33,0.10622,0,Normal
11.759,2.086,24.526,40.71,62.46,773.2,0.40876,1,Low Voltage
21.65,1.437,31.105,32.09,38.73,509.42,0.51842,0,Normal
18.988,0.942,17.895,37.59,70.36,364.05,0.29824,0,Normal
23.547,2.652,62.442,17.94,50.83,848.34,1.0407,0,Normal
21.483,1.782,38.279,37.71,20.0,718.26,0.63798,0,Normal
19.608,1.603,31.423,44.62,69.88,492.06,0.52372,0,Normal
19.58,0.894,17.505,19.75,37.9,291.51,0.29174,0,Normal
23.879,2.581,61.626,34.4,39.14,894.29,1.0271,0,Normal
22.632,2.256,51.068,29.01,70.38,832.06,0.85113,0,Normal
22.999,1.525,35.064,18.19,51.75,622.23,0.5844,0,Normal
24.0,3.213,77.114,32.45,74.52,1100.0,1.28523,0,Normal
19.581,1.023,20.024,34.84,79.78,350.38,0.33373,0,Normal
20.154,0.869,17.52,24.79,46.39,222.85,0.29199,0,Normal
20.745,1.219,25.296,37.16,72.28,456.27,0.4216,0,Normal
21.362,1.729,36.942,17.33,44.4,637.24,0.6157,0,Normal
23.772,2.28,54.202,18.54,95.0,718.14,0.90337,0,Normal
21.552,1.963,42.305,29.96,45.53,582.45,0.70508,0,Normal
22.4,2.085,46.694,29.18,76.47,748.58,0.77824,0,Normal
19.224,0.705,13.545,23.98,73.19,299.57,0.22575,0,Normal
24.0,3.055,73.32,34.67,63.69,1054.25,1.222,0,Normal
21.931,1.69,37.054,32.72,45.93,627.0,0.61756,0,Normal
12.369,2.763,34.181,35.01,55.27,962.84,0.56968,1,Low Voltage
22.042,2.032,44.794,28.14,20.0,745.96,0.74656,0,Normal
23.046,2.433,56.065,33.22,62.04,777.89,0.93442,0,Normal
23.473,2.138,50.181,25.88,64.29,809.53,0.83636,0,Normal
21.725,2.198,47.743,43.38,60.4,775.36,0.79572,0,Normal
22.03,2.242,49.387,23.31,20.0,829.96,0.82312,0,Normal
24.0,2.731,65.543,43.74,35.22,1022.16,1.09238,0,Normal
21.023,1.887,39.677,29.24,44.53,705.03,0.66128,0,Normal
23.338,2.529,59.019,19.37,63.25,848.52,0.98366,0,Normal
21.097,1.879,39.648,38.58,63.21,624.87,0.66079,0,Normal
24.0,3.028,72.668,29.88,54.94,1053.23,1.21114,0,Normal
20.24,1.251,25.32,34.96,69.43,460.61,0.422,0,Normal
24.0,3.047,73.132,37.57,39.53,1100.0,1.21887,0,Normal
21.313,1.933,41.199,31.37,68.98,638.76,0.68666,0,Normal
20.2,0.212,4.281,24.85,66.55,249.38,0.07136,1,Low Current
23.287,1.405,32.718,35.83,64.8,685.87,0.54529,0,Normal
19.908,1.229,24.474,29.01,54.72,459.31,0.40789,0,Normal
23.297,2.406,56.051,33.8,90.95,885.38,0.93419,0,Normal
22.978,1.448,33.282,15.0,66.88,467.27,0.5547,0,Normal
21.019,1.442,30.319,32.13,40.57,525.07,0.50531,0,Normal
18.781,0.468,8.795,24.53,62.47,120.93,0.14658,0,Normal
21.303,1.237,26.352,46.94,71.54,523.35,0.43919,1,Over Temperature
17.94,0.102,1.832,33.36,47.41,20.0,0.03053,0,Normal
17.902,0.735,13.164,30.68,77.61,206.51,0.2194,0,Normal
23.785,2.124,50.518,32.4,64.88,862.92,0.84197,0,Normal
21.893,2.899,63.477,22.01,20.0,870.02,1.05795,0,Normal
21.939,2.318,50.861,40.36,63.39,769.13,0.84768,0,Normal
20.672,1.034,21.366,42.94,50.69,379.25,0.3561,0,Normal
21.402,0.26,5.575,31.75,67.67,636.64,0.09291,1,Low Current
21.03,1.744,36.685,40.13,75.0,648.99,0.61142,0,Normal
20.569,0.927,19.066,25.02,61.51,325.66,0.31776,0,Normal
23.869,3.085,73.639,23.42,87.97,1070.95,1.22732,0,Normal
22.411,2.762,61.896,29.29,54.78,895.66,1.03161,0,Normal
21.545,1.544,33.258,32.04,69.25,588.13,0.5543,0,Normal
21.786,1.939,42.242,26.24,72.49,657.53,0.70403,0,Normal
21.185,1.728,36.601,32.76,56.25,708.35,0.61001,0,Normal
18.762,0.143,2.679,31.14,72.02,78.31,0.04466,0,Normal
21.885,1.701,37.232,22.01,47.3,580.79,0.62054,0,Normal
20.312,1.395,28.336,32.63,50.39,459.04,0.47226,0,Normal
19.762,0.884,17.461,35.04,34.38,369.55,0.29102,0,Normal
21.627,1.508,32.609,30.2,62.35,571.29,0.54349,0,Normal
24.0,3.287,78.891,37.07,63.85,1100.0,1.31486,0,Normal
22.892,2.547,58.312,20.48,79.23,829.44,0.97187,0,Normal
21.217,1.395,29.592,32.28,72.24,490.07,0.4932,0,Normal
23.362,1.881,43.935,20.81,52.87,810.32,0.73225,0,Normal
24.0,3.386,81.257,21.2,36.79,1041.82,1.35429,0,Normal
23.491,2.543,59.736,24.58,65.79,908.9,0.99561,0,Normal
21.426,1.818,38.948,22.41,77.99,666.7,0.64913,0,Normal
20.485,1.218,24.96,25.16,71.59,468.86,0.41601,0,Normal
23.25,2.426,56.412,27.5,77.52,845.5,0.9402,0,Normal
23.587,2.167,51.105,34.86,54.19,760.18,0.85174,0,Normal
23.021,2.686,61.843,26.75,49.6,900.65,1.03071,0,Normal
23.708,2.176,51.588,17.9,44.74,827.85,0.85979,0,Normal
23.134,2.539,58.74,36.98,56.99,943.87,0.979,0,Normal
21.125,1.77,37.386,23.14,56.59,500.13,0.6231,0,Normal
24.0,2.878,69.07,28.59,61.72,1018.87,1.15116,0,Normal
22.589,1.923,43.433,32.13,55.67,705.33,0.72388,0,Normal
23.596,2.886,68.088,30.4,55.59,1100.0,1.13481,0,Normal
20.05,1.348,27.035,36.66,44.02,457.03,0.45058,0,Normal
24.0,3.232,77.559,32.35,74.95,1100.0,1.29264,0,Normal
22.383,2.139,47.867,22.97,59.38,705.42,0.79779,0,Normal
19.52,1.225,23.91,44.25,54.86,467.6,0.3985,0,Normal
20.38,1.494,30.449,30.36,44.55,514.51,0.50748,0,Normal
21.78,1.863,40.571,27.97,34.03,560.3,0.67618,0,Normal
23.04,2.311,53.236,35.75,81.54,768.77,0.88727,0,Normal
22.647,2.07,46.869,30.75,67.98,796.39,0.78115,0,Normal
22.499,0.898,20.204,50.3,28.77,489.36,0.33673,1,Over Temperature
21.9,1.796,39.341,46.45,71.74,643.18,0.65568,0,Normal
24.0,3.214,77.14,27.07,74.6,1100.0,1.28566,0,Normal
23.985,2.876,68.973,26.78,60.24,1100.0,1.14956,0,Normal
21.83,2.145,46.823,29.82,86.77,772.17,0.78038,0,Normal
21.911,1.77,38.792,36.5,61.9,660.64,0.64653,0,Normal
21.923,1.952,42.787,18.45,32.5,683.61,0.71311,0,Normal
24.0,2.237,53.679,15.24,64.57,821.79,0.89465,0,Normal
21.211,1.251,26.526,24.89,62.41,363.62,0.4421,0,Normal
22.097,1.663,36.745,17.56,47.14,577.93,0.61241,0,Normal
18.246,0.353,6.437,26.03,68.32,182.8,0.10729,0,Normal
21.912,2.274,49.83,32.52,27.98,761.78,0.8305,0,Normal
23.922,2.108,50.42,22.76,75.83,831.21,0.84033,0,Normal
20.844,1.685,35.129,19.01,42.19,514.71,0.58548,0,Normal
24.0,3.212,77.084,29.49,40.27,1090.72,1.28474,0,Normal
19.922,1.096,21.839,35.04,55.95,306.79,0.36398,0,Normal
19.673,0.651,12.814,17.14,65.79,239.98,0.21357,0,Normal
21.542,1.878,40.444,34.74,60.95,712.85,0.67407,0,Normal
23.35,2.618,61.12,34.72,44.63,943.19,1.01866,0,Normal
24.0,3.015,72.371,35.68,48.89,1100.0,1.20619,0,Normal
21.539,1.315,28.33,37.53,37.61,521.51,0.47216,0,Normal
22.607,2.488,56.255,44.41,53.96,952.03,0.93758,0,Normal
10.296,1.72,17.707,26.51,77.35,639.22,0.29511,1,Low Voltage
21.522,1.462,31.466,29.77,57.92,601.66,0.52443,0,Normal
23.821,2.631,62.667,26.08,73.47,897.42,1.04446,0,Normal
22.26,2.308,51.375,29.01,84.2,832.65,0.85624,0,Normal
17.962,0.516,9.263,39.73,47.42,208.61,0.15438,0,Normal
24.0,2.802,67.246,19.58,54.64,1063.43,1.12077,0,Normal
23.207,2.702,62.703,22.97,95.0,1036.43,1.04505,0,Normal
21.408,1.651,35.34,38.64,84.0,474.84,0.589,0,Normal
22.177,1.982,43.951,36.14,27.9,760.82,0.73252,0,Normal
21.61,2.312,49.971,26.46,64.97,788.33,0.83285,0,Normal
21.752,2.023,44.012,34.98,58.01,722.99,0.73353,0,Normal
21.081,0.876,18.461,31.39,72.88,495.91,0.30769,0,Normal
20.036,1.588,31.817,39.5,44.59,461.95,0.53028,0,Normal
21.758,1.911,41.577,29.52,42.89,642.84,0.69296,0,Normal
24.0,2.555,61.327,36.18,45.83,978.36,1.02212,0,Normal
22.109,2.165,47.873,47.49,47.71,802.21,0.79789,0,Normal
10.703,1.304,13.955,33.19,72.68,546.23,0.23259,1,Low Voltage
22.879,2.738,62.64,29.35,36.74,866.08,1.044,0,Normal
18.884,0.05,0.944,34.06,46.79,20.0,0.01574,0,Normal
24.0,2.621,62.894,54.17,25.8,971.65,1.04824,1,Over Temperature
17.045,0.311,5.294,45.72,76.13,162.88,0.08823,0,Normal
21.923,1.538,33.722,51.41,80.88,548.52,0.56204,1,Over Temperature
20.142,1.186,23.886,27.09,52.11,336.49,0.3981,0,Normal
11.872,1.129,13.407,23.15,52.64,287.49,0.22344,1,Low Voltage
23.173,2.61,60.491,36.68,66.16,975.03,1.00819,0,Normal
19.625,1.499,29.426,35.07,84.54,519.04,0.49044,0,Normal
22.878,2.105,48.154,25.52,65.35,747.02,0.80256,0,Normal
20.962,1.585,33.225,33.04,45.44,636.86,0.55375,0,Normal
21.894,2.652,58.054,18.44,28.86,783.57,0.96757,0,Normal
20.974,3.456,72.495,30.29,37.93,27.64,1.20825,1,Sensor Anomaly
19.986,0.839,16.777,32.17,59.32,290.76,0.27961,0,Normal
23.273,2.824,65.712,40.95,46.2,928.95,1.0952,0,Normal
21.653,1.654,35.816,23.6,61.51,511.75,0.59693,0,Normal
19.877,0.619,12.3,20.05,48.05,214.16,0.20501,0,Normal
20.943,1.548,32.421,22.73,38.95,530.13,0.54035,0,Normal
24.0,3.293,79.028,19.64,36.81,1070.21,1.31714,0,Normal
22.636,2.266,51.304,38.36,86.12,888.06,0.85507,0,Normal
20.796,1.813,37.713,39.84,74.0,552.38,0.62856,0,Normal
20.48,1.491,30.54,31.24,89.15,552.21,0.50899,0,Normal
21.319,1.813,38.647,37.55,67.72,559.94,0.64411,0,Normal
24.0,3.056,73.35,29.94,50.26,1100.0,1.2225,0,Normal
21.887,2.17,47.485,28.33,81.82,756.94,0.79142,0,Normal
23.478,2.146,50.373,26.67,57.4,770.41,0.83955,0,Normal
23.665,2.525,59.749,26.83,61.98,938.48,0.99581,0,Normal
22.641,1.979,44.81,18.17,57.23,716.86,0.74684,0,Normal
20.129,1.851,37.258,30.85,20.0,577.47,0.62097,0,Normal
20.212,1.24,25.067,28.72,86.89,595.02,0.41779,0,Normal
21.65,1.516,32.832,34.22,66.84,629.95,0.54719,0,Normal
22.274,1.648,36.701,29.65,63.94,639.58,0.61169,0,Normal
22.581,2.186,49.364,27.86,56.89,853.74,0.82274,0,Normal
23.209,2.138,49.629,22.9,60.94,664.54,0.82715,0,Normal
23.533,2.605,61.293,29.51,47.25,855.14,1.02155,0,Normal
20.899,1.839,38.437,34.17,69.1,627.4,0.64061,0,Normal
22.154,1.778,39.393,48.59,34.47,672.02,0.65654,1,Over Temperature
20.162,0.492,9.919,29.61,61.35,90.5,0.16531,0,Normal
22.429,2.231,50.041,30.63,68.11,906.57,0.83402,0,Normal
22.878,2.48,56.746,23.97,54.42,747.02,0.94577,0,Normal
23.354,2.48,57.909,24.89,64.68,929.44,0.96515,0,Normal
18.474,0.05,0.924,30.61,40.16,20.0,0.0154,0,Normal
24.0,3.021,72.501,21.07,40.62,1100.0,1.20836,0,Normal
21.234,1.501,31.869,31.45,62.26,610.91,0.53115,0,Normal
24.0,3.044,73.068,22.73,70.21,960.29,1.21779,0,Normal
13.926,1.129,15.729,36.44,24.25,358.83,0.26215,1,Low Voltage
22.467,2.449,55.019,45.36,67.4,821.58,0.91699,0,Normal
20.73,0.777,16.105,22.97,48.22,355.04,0.26842,0,Normal
20.245,1.348,27.292,32.74,54.53,475.34,0.45487,0,Normal
24.0,3.179,76.291,23.91,33.89,1100.0,1.27152,0,Normal
21.174,2.602,55.101,36.29,42.67,34.81,0.91835,1,Sensor Anomaly
22.945,1.796,41.211,20.14,75.39,710.88,0.68685,0,Normal
24.0,2.668,64.034,32.36,58.59,893.62,1.06723,0,Normal
22.709,2.237,50.811,22.89,51.11,788.79,0.84684,0,Normal
23.162,1.759,40.734,27.55,55.9,692.12,0.6789,0,Normal
23.665,1.782,42.179,21.78,66.81,752.19,0.70298,0,Normal
24.0,3.144,75.459,34.76,65.93,1100.0,1.25765,0,Normal
11.095,2.221,24.64,23.14,56.65,633.87,0.41067,1,Low Voltage
21.613,1.772,38.289,47.18,77.67,706.31,0.63815,1,Over Temperature
23.057,2.668,61.517,26.59,75.47,944.18,1.02528,0,Normal
24.0,2.874,68.97,28.2,65.44,959.55,1.14949,0,Normal
22.92,2.501,57.331,30.03,58.98,982.37,0.95551,0,Normal
23.48,2.239,52.572,23.67,69.83,828.84,0.87621,0,Normal
19.086,0.761,14.534,30.47,63.66,329.96,0.24223,0,Normal
24.0,3.189,76.542,39.71,77.09,1100.0,1.27571,0,Normal
20.022,1.162,23.263,23.55,74.19,329.02,0.38772,0,Normal
23.037,2.048,47.185,37.2,39.67,734.74,0.78642,0,Normal
21.07,1.05,22.132,39.49,38.45,438.8,0.36887,0,Normal
22.84,1.695,38.703,23.29,45.38,632.04,0.64505,0,Normal
23.63,1.984,46.87,18.81,75.57,742.05,0.78117,0,Normal
14.239,1.877,26.727,31.11,29.63,739.98,0.44546,1,Low Voltage
21.793,2.132,46.461,25.17,65.11,768.14,0.77435,0,Normal
23.436,3.105,72.759,42.08,64.53,1100.0,1.21265,0,Normal
21.095,2.25,47.463,29.24,78.93,776.99,0.79105,0,Normal
20.772,1.631,33.879,23.38,61.25,581.64,0.56466,0,Normal
23.669,2.602,61.578,20.97,33.82,919.94,1.0263,0,Normal
23.216,2.69,62.447,36.63,40.73,983.05,1.04078,0,Normal
19.711,0.624,12.301,25.0,36.72,306.27,0.20502,0,Normal
23.141,2.302,53.28,29.31,48.32,817.27,0.88799,0,Normal
22.598,2.227,50.318,35.69,54.71,846.33,0.83863,0,Normal
20.6,1.343,27.66,25.61,37.02,566.68,0.461,0,Normal
24.0,2.949,70.783,28.68,84.47,1035.2,1.17972,0,Normal
20.922,1.582,33.105,28.88,34.14,607.98,0.55175,0,Normal
21.702,1.934,41.975,33.78,82.23,685.16,0.69958,0,Normal
22.346,1.816,40.587,33.14,79.33,601.54,0.67646,0,Normal
21.675,1.654,35.86,27.46,74.17,654.36,0.59767,0,Normal
21.187,0.971,20.566,29.45,45.51,343.04,0.34277,0,Normal
20.448,0.364,7.436,26.4,64.16,246.79,0.12394,0,Normal
14.994,3.375,50.609,18.66,35.01,1096.46,0.84348,1,Low Voltage
19.554,0.901,17.624,30.8,74.4,412.85,0.29373,0,Normal
19.767,0.923,18.247,42.25,56.67,372.41,0.30411,0,Normal
19.144,0.373,7.142,22.81,50.63,47.05,0.11904,0,Normal
20.519,1.28,26.256,23.59,35.97,471.09,0.43761,0,Normal
20.365,0.57,11.601,22.9,20.0,279.53,0.19334,0,Normal
24.0,3.166,75.995,34.07,39.31,1100.0,1.26658,0,Normal
22.876,2.708,61.949,32.14,78.03,932.75,1.03249,0,Normal
20.198,1.161,23.45,27.89,50.75,457.32,0.39083,0,Normal
24.0,2.997,71.921,22.57,54.95,1100.0,1.19869,0,Normal
23.539,2.493,58.691,29.65,69.8,924.89,0.97818,0,Normal
21.048,1.544,32.506,18.05,90.5,559.05,0.54177,0,Normal
17.748,0.05,0.887,30.0,81.85,20.0,0.01479,0,Normal
24.0,3.001,72.016,35.1,40.5,1100.0,1.20027,0,Normal
18.589,1.057,19.647,45.66,23.03,260.92,0.32744,1,Over Temperature
19.84,0.374,7.422,18.27,95.0,189.29,0.1237,0,Normal
22.906,2.457,56.292,40.06,95.0,936.32,0.93819,0,Normal
22.658,2.868,64.99,24.72,61.39,1100.0,1.08317,0,Normal
23.91,2.963,70.855,36.95,35.13,1037.6,1.18091,0,Normal
22.255,2.469,54.943,27.92,75.34,807.89,0.91572,0,Normal
24.0,2.489,59.734,27.87,56.06,816.53,0.99557,0,Normal
22.747,2.238,50.909,32.07,55.97,888.96,0.84849,0,Normal
12.083,2.513,30.363,22.81,74.1,862.5,0.50605,1,Low Voltage
22.605,2.283,51.617,29.93,64.02,728.73,0.86028,0,Normal
21.58,1.99,42.935,26.33,36.66,679.18,0.71559,0,Normal
21.38,1.871,40.002,19.76,52.15,632.47,0.6667,0,Normal
20.831,1.132,23.586,31.36,69.9,438.89,0.3931,0,Normal
20.646,1.634,33.744,27.16,67.18,571.41,0.5624,0,Normal
17.963,0.713,12.81,52.18,62.72,175.97,0.2135,1,Over Temperature
23.055,1.814,41.814,20.53,74.8,622.46,0.6969,0,Normal
13.768,0.797,10.967,40.14,51.49,373.19,0.18278,1,Low Voltage
19.608,0.858,16.827,35.14,61.22,340.99,0.28045,0,Normal
21.931,2.147,47.088,35.75,20.0,700.37,0.7848,0,Normal
24.0,2.962,71.08,26.86,49.91,1039.76,1.18466,0,Normal
24.0,2.592,62.214,16.9,71.75,907.13,1.03691,0,Normal
18.291,0.473,8.659,42.67,50.97,210.26,0.14431,0,Normal
20.404,1.252,25.556,28.57,49.61,372.9,0.42594,0,Normal
23.157,2.862,66.265,23.76,39.25,913.42,1.10441,0,Normal
19.944,1.266,25.254,31.92,76.06,374.9,0.42089,0,Normal
21.331,1.874,39.964,37.17,67.87,587.1,0.66607,0,Normal
22.723,2.174,49.394,28.84,72.86,804.01,0.82324,0,Normal
20.464,0.95,19.445,37.95,26.93,378.86,0.32408,0,Normal
22.128,1.841,40.748,36.58,55.11,679.51,0.67913,0,Normal
18.691,0.785,14.676,21.47,52.96,276.47,0.2446,0,Normal
19.957,1.608,32.082,24.28,52.95,481.62,0.53471,0,Normal
21.911,2.247,49.241,35.7,46.91,739.54,0.82068,0,Normal
20.754,1.454,30.171,15.0,51.77,52.0,0.50286,1,Sensor Anomaly
21.97,1.898,41.702,27.95,73.29,773.33,0.69503,0,Normal
21.872,0.232,5.071,18.98,23.57,644.5,0.08452,1,Low Current
22.436,2.294,51.473,25.66,89.99,804.7,0.85788,0,Normal
21.841,2.148,46.92,26.91,66.71,712.7,0.782,0,Normal
24.0,2.869,68.849,26.49,57.24,1031.96,1.14748,0,Normal
23.088,2.262,52.235,25.13,74.32,685.06,0.87058,0,Normal
21.59,1.297,27.995,21.32,31.87,529.77,0.46659,0,Normal
21.042,1.641,34.525,45.04,46.04,684.24,0.57542,0,Normal
24.0,0.6,14.391,42.07,55.82,802.12,0.23985,1,Low Current
22.14,1.743,38.6,20.87,82.58,663.68,0.64333,0,Normal
21.187,1.905,40.355,40.07,57.16,661.37,0.67258,0,Normal
21.679,0.4,8.672,26.2,66.1,453.44,0.14453,1,Low Current
20.335,1.012,20.582,29.9,47.39,464.39,0.34303,0,Normal
20.619,0.877,18.083,28.56,66.76,257.27,0.30138,0,Normal
15.976,2.766,44.192,24.38,88.19,1100.0,0.73653,1,Low Voltage
20.539,0.638,13.108,35.89,75.92,301.72,0.21847,0,Normal
20.755,0.975,20.243,29.88,56.53,455.99,0.33738,0,Normal
21.58,1.293,27.899,25.66,70.16,448.85,0.46498,0,Normal
24.0,2.575,61.789,19.87,68.4,900.58,1.02981,0,Normal
20.668,1.939,40.077,47.48,67.12,567.41,0.66796,1,Over Temperature
24.0,2.994,71.86,17.51,78.02,999.37,1.19766,0,Normal
19.68,1.544,30.378,29.09,77.88,461.42,0.50629,0,Normal
21.745,2.104,45.753,20.62,55.71,728.12,0.76255,0,Normal
19.881,2.043,40.617,27.14,69.55,57.96,0.67695,1,Sensor Anomaly
24.0,3.04,72.966,38.59,51.1,1100.0,1.21611,0,Normal
19.618,0.979,19.207,37.4,41.38,317.47,0.32011,0,Normal
22.209,2.178,48.369,28.77,53.15,736.75,0.80616,0,Normal
22.982,2.22,51.022,28.39,56.63,827.46,0.85037,0,Normal
22.58,2.177,49.162,42.16,28.09,765.86,0.81936,0,Normal
21.865,1.488,32.527,32.65,73.49,598.12,0.54211,0,Normal
22.405,1.526,34.191,26.71,20.0,613.65,0.56985,0,Normal
10.6,1.67,17.703,19.02,95.0,662.27,0.29506,1,Low Voltage
21.469,1.692,36.324,31.76,85.03,608.84,0.6054,0,Normal
22.909,2.326,53.282,34.81,53.3,919.89,0.88804,0,Normal
24.0,3.005,72.132,24.58,58.17,1100.0,1.2022,0,Normal
20.011,1.533,30.676,31.04,63.45,493.9,0.51127,0,Normal
19.087,0.559,10.674,26.45,47.4,266.46,0.17789,0,Normal
22.383,1.653,36.997,27.71,61.47,625.28,0.61662,0,Normal
24.0,5.207,124.978,15.0,55.41,14.14,2.08297,1,Sensor Anomaly
19.643,1.23,24.161,27.45,56.3,424.97,0.40268,0,Normal
23.287,2.94,68.472,35.79,61.27,1100.0,1.1412,0,Normal
24.0,3.224,77.366,24.58,34.36,1100.0,1.28943,0,Normal
21.66,1.483,32.126,29.37,58.71,495.0,0.53543,0,Normal
23.678,2.476,58.619,23.71,60.94,809.32,0.97698,0,Normal
24.0,3.035,72.844,31.52,60.32,1100.0,1.21407,0,Normal
22.607,1.425,32.21,27.48,54.12,543.84,0.53684,0,Normal
21.549,1.544,33.27,22.43,78.48,593.0,0.5545,0,Normal
20.493,1.392,28.525,38.33,51.63,487.13,0.47541,0,Normal
18.135,0.94,17.055,51.32,62.09,365.87,0.28424,1,Over Temperature
20.502,1.209,24.786,24.77,81.35,468.2,0.41311,0,Normal
20.253,0.77,15.596,32.48,56.57,307.3,0.25994,0,Normal
22.858,1.702,38.908,32.76,61.86,659.54,0.64846,0,Normal
19.813,1.237,24.502,33.5,56.27,434.41,0.40836,0,Normal
22.813,1.773,40.439,17.14,80.27,715.46,0.67398,0,Normal
19.743,0.645,12.73,36.05,53.36,214.35,0.21216,0,Normal
22.463,2.201,49.445,25.01,81.1,742.65,0.82409,0,Normal
21.665,2.363,51.202,26.5,56.14,883.39,0.85336,0,Normal
11.298,0.594,6.714,47.47,42.53,91.75,0.1119,1,Low Voltage
22.909,2.097,48.041,31.11,70.23,754.74,0.80068,0,Normal
23.267,2.496,58.075,46.38,52.52,993.75,0.96792,1,Over Temperature
19.94,0.834,16.632,15.0,69.17,311.3,0.2772,0,Normal
23.448,3.028,70.997,38.73,20.0,1100.0,1.18328,0,Normal
20.94,2.247,47.048,19.58,58.09,767.33,0.78414,0,Normal
21.51,1.227,26.386,21.98,49.73,452.6,0.43977,0,Normal
21.762,1.59,34.595,26.68,38.86,634.38,0.57658,0,Normal
23.608,2.014,47.536,38.91,48.04,806.33,0.79226,0,Normal
22.392,1.735,38.86,34.41,47.67,671.28,0.64767,0,Normal
22.485,2.132,47.943,27.9,57.14,800.85,0.79905,0,Normal
20.141,1.525,30.717,31.16,33.39,28.21,0.51194,1,Sensor Anomaly
22.586,1.821,41.139,24.8,63.69,697.42,0.68566,0,Normal
20.077,0.825,16.565,29.98,82.59,254.16,0.27608,0,Normal
21.826,2.018,44.04,29.51,63.06,618.86,0.73401,0,Normal
20.886,1.229,25.676,35.78,72.56,396.91,0.42793,0,Normal
20.187,1.458,29.44,35.77,77.7,444.05,0.49066,0,Normal
23.092,2.933,67.735,32.46,80.26,996.11,1.12891,0,Normal
23.651,2.82,66.689,26.46,91.66,955.57,1.11149,0,Normal
22.837,2.205,50.358,34.19,49.01,820.56,0.8393,0,Normal
19.14,0.984,18.836,28.36,45.07,344.15,0.31394,0,Normal
20.522,1.505,30.879,21.43,72.1,561.41,0.51464,0,Normal
24.0,0.611,14.668,26.18,70.75,989.67,0.24446,1,Low Current
21.739,1.93,41.958,52.4,71.96,689.68,0.69929,1,Over Temperature
24.0,3.161,75.853,35.37,92.01,1100.0,1.26421,0,Normal
22.241,2.196,48.839,27.72,58.2,760.13,0.81398,0,Normal
23.399,1.955,45.736,20.54,65.67,703.77,0.76226,0,Normal
